resultat image
apple-10.pgm 0.0566583
apple-11.pgm 0.138873
apple-12.pgm 0.0636746
apple-13.pgm 0.0755085
apple-14.pgm 0.0559086
apple-1.pgm 0.0348165
apple-20.pgm 0.0291428
apple-2.pgm 0.0433844
apple-3.pgm 0.0850002
apple-4.pgm 0.125007
apple-5.pgm 0.0984912
apple-6.pgm 0.0837269
apple-7.pgm 0.0231555
apple-8.pgm 0.0690284
apple-9.pgm 0.0318192
bat-10.pgm 0.309433
bat-11.pgm 0.304834
bat-12.pgm 0.207604
bat-13.pgm 0.213519
bat-14.pgm 0.284399
bat-1.pgm 0.257781
bat-20.pgm 0.260687
bat-2.pgm 0.226241
bat-3.pgm 0.227531
bat-4.pgm 0.258044
bat-5.pgm 0.256367
bat-6.pgm 0.433385
bat-7.pgm 0.43247
bat-8.pgm 0.384469
bat-9.pgm 0.383336
beetle-10.pgm 0.319974
beetle-11.pgm 0.205968
beetle-12.pgm 0.20618
beetle-13.pgm 0.170415
beetle-14.pgm 0.18933
beetle-1.pgm 0.32537
beetle-20.pgm 0.327473
beetle-2.pgm 0.354288
beetle-3.pgm 0
beetle-4.pgm 0.141637
beetle-5.pgm 0.139566
beetle-6.pgm 0.129422
beetle-7.pgm 0.304974
beetle-8.pgm 0.298443
beetle-9.pgm 0.31315
bell-10.pgm 0.188047
bell-11.pgm 0.137916
bell-12.pgm 0.138185
bell-13.pgm 0.166721
bell-14.pgm 0.166835
bell-1.pgm 0.116256
bell-20.pgm 0.213
bell-2.pgm 0.108269
bell-3.pgm 0.12518
bell-4.pgm 0.134483
bell-5.pgm 0.187681
bell-6.pgm 0.174976
bell-7.pgm 0.174674
bell-8.pgm 0.154603
bell-9.pgm 0.154428
bird-10.pgm 0.231083
bird-11.pgm 0.166581
bird-12.pgm 0.229174
bird-13.pgm 0.308241
bird-14.pgm 0.0504811
bird-1.pgm 0.121128
bird-20.pgm 0.157992
bird-2.pgm 0.0496854
bird-3.pgm 0.375711
bird-4.pgm 0.369872
bird-5.pgm 0.275472
bird-6.pgm 0.274898
bird-7.pgm 0.0477201
bird-8.pgm 0.139135
bird-9.pgm 0.178504
Bone-10.pgm 0.950938
Bone-11.pgm 1.23032
Bone-12.pgm 1.20874
Bone-13.pgm 0.961216
Bone-14.pgm 0.663106
Bone-1.pgm 0.996316
Bone-20.pgm 1.24877
Bone-2.pgm 0.996392
Bone-3.pgm 1.09679
Bone-4.pgm 1.04458
Bone-5.pgm 1.06425
Bone-6.pgm 1.24574
Bone-7.pgm 0.991209
Bone-8.pgm 0.995223
Bone-9.pgm 1.12461
bottle-01.pgm 0.342176
bottle-02.pgm 0.318562
bottle-03.pgm 0.398174
bottle-04.pgm 0.57863
bottle-05.pgm 0.290698
bottle-06.pgm 0.100665
bottle-07.pgm 0.474388
bottle-08.pgm 0.281309
bottle-09.pgm 0.0801234
bottle-10.pgm 0.442003
bottle-11.pgm 0.278475
bottle-12.pgm 0.154152
bottle-13.pgm 0.55751
bottle-14.pgm 0.147629
bottle-20.pgm 0.240019
brick-01.pgm 0.0796918
brick-02.pgm 0.261849
brick-03.pgm 0.241463
brick-04.pgm 0.514429
brick-05.pgm 0.223091
brick-06.pgm 0.144255
brick-07.pgm 0.232175
brick-08.pgm 0.512739
brick-09.pgm 0.202621
brick-10.pgm 0.0667665
brick-11.pgm 0.298996
brick-12.pgm 0.198347
brick-13.pgm 0.108099
brick-14.pgm 0.219344
brick-20.pgm 0.271175
butterfly-10.pgm 0.09124
butterfly-11.pgm 0.0932687
butterfly-12.pgm 0.296847
butterfly-13.pgm 0.293164
butterfly-14.pgm 0.27075
butterfly-1.pgm 0.0872844
butterfly-20.pgm 0.453467
butterfly-2.pgm 0.0875869
butterfly-3.pgm 0.424998
butterfly-4.pgm 0.424719
butterfly-5.pgm 0.255136
butterfly-6.pgm 0.261321
butterfly-7.pgm 0.0721477
butterfly-8.pgm 0.0664386
butterfly-9.pgm 0.451101
camel-10.pgm 0.0690356
camel-11.pgm 0.0320109
camel-12.pgm 0.237913
camel-13.pgm 0.0582746
camel-14.pgm 0.17629
camel-1.pgm 0.0171621
camel-20.pgm 0.0776818
camel-2.pgm 0.106484
camel-3.pgm 0.14221
camel-4.pgm 0.00463784
camel-5.pgm 0.23738
camel-6.pgm 0.047307
camel-7.pgm 0.168063
camel-8.pgm 0.337399
camel-9.pgm 0.0912105
car-01.pgm 0.186381
car-02.pgm 0.21624
car-03.pgm 0.2173
car-04.pgm 0.214067
car-05.pgm 0.186669
car-06.pgm 0.218206
car-07.pgm 0.176124
car-08.pgm 0.184843
car-09.pgm 0.207105
car-10.pgm 0.198355
